Commit Hash,ClassQualifiedName,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.MyDialogFragment,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.PadActivity,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.PaintView,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.PenConfigActionProvider,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.smart_tag_app.MediaUtils,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.smart_tag_app.SmartTagTask,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.BgConfigActionProvider,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.CanvasFragment,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.MyDialogFragment,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.PadActivity,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.PaintView,0,0,0
5cc983563152803eb313210a6aa8e84bb39d8bf6,org.zakky.memopad.PenConfigActionProvider,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.smart_tag_app.MediaUtils,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.smart_tag_app.SmartTagTask,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.BgConfigActionProvider,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.CanvasFragment,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.MyDialogFragment,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.PadActivity,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.PaintView,0,0,0
68b8dc6bb11d11f511206cdb753bd26321017cd0,org.zakky.memopad.PenConfigActionProvider,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.smart_tag_app.MediaUtils,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.smart_tag_app.SmartTagTask,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.BgConfigActionProvider,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.CanvasFragment,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.MyDialogFragment,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.PadActivity,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.PaintView,0,0,0
9daa6c4bb0cd117b1befef5bc1749ffade774b81,org.zakky.memopad.PenConfigActionProvider,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.smart_tag_app.MediaUtils,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.smart_tag_app.SmartTagTask,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.BgConfigActionProvider,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.CanvasFragment,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.MyDialogFragment,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.PadActivity,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.PaintView,0,0,0
72756b21a95e770e69ceae787a6264d8b024b3cf,org.zakky.memopad.PenConfigActionProvider,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.smart_tag_app.MediaUtils,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.smart_tag_app.SmartTagTask,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.BgConfigActionProvider,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.CanvasFragment,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.MyDialogFragment,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.PadActivity,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.PaintView,0,0,0
fe22b986217a0d7639635e340ba243662ce8e7e2,org.zakky.memopad.PenConfigActionProvider,0,0,0
8b85a52a4eb40bfcb856d283b09257cca24b1dcd,org.zakky.smart_tag_app.MediaUtils,0,0,0
8b85a52a4eb40bfcb856d283b09257cca24b1dcd,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
8b85a52a4eb40bfcb856d283b09257cca24b1dcd,org.zakky.smart_tag_app.SmartTagTask,0,0,0
